path,label,seriesuid
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.294120933998772507043263238704_340835_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.294120933998772507043263238704
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059_16946_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.113697708991260454310623082679_24629_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.113697708991260454310623082679
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.174692377730646477496286081479_136065_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.174692377730646477496286081479
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.207341668080525761926965850679_200357_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.207341668080525761926965850679
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.125067060506283419853742462394_45538_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.125067060506283419853742462394
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.231834776365874788440767645596_244311_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.231834776365874788440767645596
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.254957696184671649675053562027_283571_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.254957696184671649675053562027
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.176030616406569931557298712518_139137_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.176030616406569931557298712518
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.252697338970999211181671881792_277805_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.252697338970999211181671881792
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.313334055029671473836954456733_378705_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.313334055029671473836954456733
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.215640837032688688030770057224_211454_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.215640837032688688030770057224
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.174692377730646477496286081479_135744_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.174692377730646477496286081479
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.252709517998555732486024866345_278249_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.252709517998555732486024866345
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.249450003033735700817635168066_273780_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.249450003033735700817635168066
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.141511313712034597336182402384_78602_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.141511313712034597336182402384
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.326057189095429101398977448288_399768_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.326057189095429101398977448288
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.291156498203266896953765649282_336167_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.291156498203266896953765649282
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.215785045378334625097907422785_211994_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.215785045378334625097907422785
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.124663713663969377020085460568_44845_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.124663713663969377020085460568
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.214800939017429618305208626314_209841_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.214800939017429618305208626314
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.315918264676377418120578391325_384797_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.315918264676377418120578391325
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.171177995014336749670107905732_126900_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.171177995014336749670107905732
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.275849601663847251574860892603_317462_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.275849601663847251574860892603
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.280972147860943609388015648430_325933_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.280972147860943609388015648430
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.250481236093201801255751845296_275185_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.250481236093201801255751845296
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.200513183558872708878454294671_183908_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.200513183558872708878454294671
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.265133389948279331857097127422_296395_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.265133389948279331857097127422
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.121993590721161347818774929286_38354_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.121993590721161347818774929286
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.113586291551175790743673929831_23014_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.113586291551175790743673929831
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.161633200801003804714818844696_110233_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.161633200801003804714818844696
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.205852555362702089950453265567_197704_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.205852555362702089950453265567
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.315187221221054114974341475212_383268_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.315187221221054114974341475212
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.142154819868944114554521645782_79503_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.142154819868944114554521645782
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.216652640878960522552873394709_213870_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.216652640878960522552873394709
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.138894439026794145866157853158_69595_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.138894439026794145866157853158
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.113697708991260454310623082679_24729_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.113697708991260454310623082679
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.187694838527128312070807533473_159337_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.187694838527128312070807533473
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.286061375572911414226912429210_330159_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.286061375572911414226912429210
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.212608679077007918190529579976_206566_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.212608679077007918190529579976
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.199261544234308780356714831537_182100_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.199261544234308780356714831537
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.140239815496047437552471323962_74306_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.140239815496047437552471323962
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.210837812047373739447725050963_203320_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.210837812047373739447725050963
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.247060297988514823071467295949_269149_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.247060297988514823071467295949
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.333145094436144085379032922488_408560_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.333145094436144085379032922488
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.179730018513720561213088132029_149468_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.179730018513720561213088132029
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.191617711875409989053242965150_168781_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.191617711875409989053242965150
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.248425363469507808613979846863_271390_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.248425363469507808613979846863
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.206097113343059612247503064658_199034_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.206097113343059612247503064658
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.122914038048856168343065566972_40410_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.122914038048856168343065566972
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.121824995088859376862458155637_37930_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.121824995088859376862458155637
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.330544495001617450666819906758_405643_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.330544495001617450666819906758
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.216252660192313507027754194207_212407_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.216252660192313507027754194207
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.188619674701053082195613114069_165891_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.188619674701053082195613114069
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.336894364358709782463716339027_414886_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.336894364358709782463716339027
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.313334055029671473836954456733_379109_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.313334055029671473836954456733
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800_21839_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.217754016294471278921686508169_216479_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.217754016294471278921686508169
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.269075535958871753309238331179_304669_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.269075535958871753309238331179
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.199282854229880908602362094937_182306_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.199282854229880908602362094937
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.337845202462615014431060697507_416089_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.337845202462615014431060697507
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.143782059748737055784173697516_82161_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.143782059748737055784173697516
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.253317247142837717905329340520_279731_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.253317247142837717905329340520
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.100332161840553388986847034053_1174_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.100332161840553388986847034053
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.204287915902811325371247860532_194299_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.204287915902811325371247860532
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266_183187_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.114195693932194925962391697338_25499_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.114195693932194925962391697338
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463_407571_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.187803155574314810830688534991_160179_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.187803155574314810830688534991
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.258220324170977900491673635112_288970_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.258220324170977900491673635112
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.151764021165118974848436095034_96397_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.151764021165118974848436095034
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.328695385904874796172316226975_400005_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.328695385904874796172316226975
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.233433352108264931671753343044_247101_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.233433352108264931671753343044
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.306140003699110313373771452136_363169_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.306140003699110313373771452136
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.325580698241281352835338693869_398878_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.325580698241281352835338693869
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.249404938669582150398726875826_273310_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.249404938669582150398726875826
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.129982010889624423230394257528_56009_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.129982010889624423230394257528
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.248357157975955379661896491341_270446_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.248357157975955379661896491341
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.331211682377519763144559212009_406020_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.331211682377519763144559212009
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.163994693532965040247348251579_116075_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.163994693532965040247348251579
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.138813197521718693188313387015_68978_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.138813197521718693188313387015
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.262873069163227096134627700599_295206_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.262873069163227096134627700599
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.120842785645314664964010792308_34304_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.120842785645314664964010792308
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.252358625003143649770119512644_276918_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.252358625003143649770119512644
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.249450003033735700817635168066_273622_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.249450003033735700817635168066
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.176030616406569931557298712518_139038_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.176030616406569931557298712518
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.126264578931778258890371755354_48322_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.126264578931778258890371755354
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.246225645401227472829175288633_267104_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.246225645401227472829175288633
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.278660284797073139172446973682_321527_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.278660284797073139172446973682
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.299767339686526858593516834230_349497_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.299767339686526858593516834230
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990_143535_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.295462530340364058116953738925_343447_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.295462530340364058116953738925
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.330544495001617450666819906758_404952_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.330544495001617450666819906758
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.281489753704424911132261151767_326020_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.281489753704424911132261151767
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.171667800241622018839592854574_127250_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.171667800241622018839592854574
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.292057261351416339496913597985_338185_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.292057261351416339496913597985
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.171177995014336749670107905732_126848_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.171177995014336749670107905732
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.511347030803753100045216493273_63897_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.511347030803753100045216493273
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.275986221854423197884953496664_317961_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.275986221854423197884953496664
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.257383535269991165447822992959_286614_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.257383535269991165447822992959
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.328944769569002417592093467626_402231_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.328944769569002417592093467626
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.200558451375970945040979397866_184623_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.200558451375970945040979397866
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.675543413149938600000570588203_90189_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.675543413149938600000570588203
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.213854687290736562463866711534_208547_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.213854687290736562463866711534
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.107109359065300889765026303943_13781_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.107109359065300889765026303943
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.151764021165118974848436095034_96652_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.151764021165118974848436095034
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.145474881373882284343459153872_85717_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.145474881373882284343459153872
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.334105754605642100456249422350_410191_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.334105754605642100456249422350
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.184412674007117333405073397832_155914_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.184412674007117333405073397832
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.168985655485163461062675655739_123848_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.168985655485163461062675655739
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.128881800399702510818644205032_52060_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.128881800399702510818644205032
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.206028343897359374907954580114_198725_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.206028343897359374907954580114
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.265960756233787099041040311282_298997_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.265960756233787099041040311282
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.204566802718283633558802774757_195800_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.204566802718283633558802774757
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.177086402277715068525592995222_141871_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.177086402277715068525592995222
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.149463915556499304732434215056_93325_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.149463915556499304732434215056
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.125124219978170516876304987559_46470_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.125124219978170516876304987559
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.339039410276356623209709113755_419316_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.339039410276356623209709113755
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.301582691063019848479942618641_355868_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.301582691063019848479942618641
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.338447145504282422142824032832_417755_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.338447145504282422142824032832
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.292194861362266467652267941663_338623_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.292194861362266467652267941663
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.325164338773720548739146851679_398273_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.325164338773720548739146851679
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.297251044869095073091780740645_345749_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.297251044869095073091780740645
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.139889514693390832525232698200_74016_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.139889514693390832525232698200
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.329404588567903628160652715124_403029_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.329404588567903628160652715124
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.219087313261026510628926082729_219370_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.219087313261026510628926082729
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.256542095129414948017808425649_285497_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.256542095129414948017808425649
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.199171741859530285887752432478_181037_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.199171741859530285887752432478
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.290410217650314119074833254861_335753_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.290410217650314119074833254861
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.269689294231892620436462818860_305320_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.269689294231892620436462818860
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.199282854229880908602362094937_182537_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.199282854229880908602362094937
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.164988920331211858091402361989_117177_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.164988920331211858091402361989
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.174449669706458092793093760291_134432_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.174449669706458092793093760291
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.129007566048223160327836686225_52686_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.129007566048223160327836686225
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.192419869605596446455526220766_169768_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.192419869605596446455526220766
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.128059192202504367870633619224_51790_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.128059192202504367870633619224
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.338875090785618956575597613546_418271_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.338875090785618956575597613546
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.200725988589959521302320481687_184824_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.200725988589959521302320481687
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.177086402277715068525592995222_142118_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.177086402277715068525592995222
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.302403227435841351528721627052_356701_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.302403227435841351528721627052
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.227962600322799211676960828223_236052_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.227962600322799211676960828223
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.273525289046256012743471155680_314027_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.273525289046256012743471155680
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.185226274332527104841463955058_156974_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.185226274332527104841463955058
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.168985655485163461062675655739_124016_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.168985655485163461062675655739
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.245248446973732759194067808002_264883_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.245248446973732759194067808002
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.259543921154154401875872845498_292288_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.259543921154154401875872845498
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.168605638657404145360275453085_120984_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.168605638657404145360275453085
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.185226274332527104841463955058_157253_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.185226274332527104841463955058
